"n","len_of_arr","k","comparisions","swaps"
"2800","5","2660","33619","9579"
"2800","5","1400","36299","9983"
"2800","5","140","35612","9921"
"2800","5","2660","35325","9639"
"2800","5","1400","34135","9899"
"2800","5","140","33651","9849"
"2800","5","2660","34258","9769"
"2800","5","1400","35718","9871"
"2800","5","140","35430","9924"
"2800","5","2660","34919","9762"
"2800","5","1400","35547","9740"
"2800","5","140","34519","9409"
"2800","5","2660","34637","9625"
"2800","5","1400","33981","9702"
"2800","5","140","34649","9908"
"2800","5","2660","34453","9514"
"2800","5","1400","36482","10130"
"2800","5","140","36032","9722"
"2800","5","2660","35361","9831"
"2800","5","1400","33195","8876"
"2800","5","140","32976","8913"
"2800","5","2660","31994","8453"
"2800","5","1400","30428","9014"
"2800","5","140","30345","8912"
"2800","5","2660","31153","8894"
"2800","5","1400","34180","9945"
"2800","5","140","34643","9877"
"2800","5","2660","33460","9792"
"2800","5","1400","34162","9805"
"2800","5","140","34178","9827"
"2800","5","2660","33283","9782"
"2800","5","1400","34213","9705"
"2800","5","140","32756","9443"
"2800","5","2660","33676","9741"
"2800","5","1400","34977","9881"
"2800","5","140","35354","9965"
"2800","5","2660","34982","9771"
"2800","5","1400","35957","10016"
"2800","5","140","34782","9797"
"2800","5","2660","36316","9924"
"2800","5","1400","37540","9926"
"2800","5","140","35343","9580"
"2800","5","2660","36416","9756"
"2800","5","1400","37282","10004"
"2800","5","140","36181","9846"
"2800","5","2660","37355","9969"
"2800","5","1400","34844","9943"
"2800","5","140","34791","9784"
"2800","5","2660","32555","9126"
"2800","5","1400","35681","9791"
"2800","5","140","34917","9643"
"2800","5","2660","35501","9704"
"2800","5","1400","33821","9738"
"2800","5","140","34427","9756"
"2800","5","2660","33918","9698"
"2800","5","1400","34722","9560"
"2800","5","140","34406","9279"
"2800","5","2660","35090","9552"
"2800","5","1400","35372","9707"
"2800","5","140","34316","9700"
"2800","5","2660","34526","9701"
"2800","5","1400","35591","9900"
"2800","5","140","34367","9864"
"2800","5","2660","35096","9903"
"2800","5","1400","35663","10064"
"2800","5","140","36063","10084"
"2800","5","2660","36223","9989"
"2800","5","1400","35393","9938"
"2800","5","140","34809","9738"
"2800","5","2660","35161","9548"
"2800","5","1400","19053","4956"
"2800","5","140","35666","9803"
"2800","5","2660","36156","9868"
"2800","5","1400","37265","10023"
"2800","5","140","35683","9862"
"2800","5","2660","36342","9864"
"2800","5","1400","36488","9997"
"2800","5","140","35771","9793"
"2800","5","2660","35314","9773"
"2800","5","1400","36403","9709"
"2800","5","140","35034","9548"
"2800","5","2660","36913","9855"
"2800","5","1400","33972","9638"
"2800","5","140","34096","9716"
"2800","5","2660","34852","9822"
"2800","5","1400","32646","9618"
"2800","5","140","32575","9576"
"2800","5","2660","33833","9733"
"2800","5","1400","33000","9810"
"2800","5","140","33581","9867"
"2800","5","2660","35068","9893"
"2800","5","1400","34055","9799"
"2800","5","140","32918","9389"
"2800","5","2660","35069","9825"
"2800","5","1400","35908","9885"
"2800","5","140","35201","9529"
"2800","5","2660","35309","9838"
"2800","5","1400","34804","9772"
"2800","5","140","34594","9713"
"2800","5","2660","35128","9783"
"2800","5","1400","35435","10003"
"2800","5","140","35676","10034"
"2800","5","2660","34146","9577"
"2800","5","1400","32583","8939"
"2800","5","140","31203","8892"
"2800","5","2660","32836","8967"
"2800","5","1400","32950","9002"
"2800","5","140","33891","9408"
"2800","5","2660","32591","9030"
"2800","5","1400","33891","9453"
"2800","5","140","34040","9468"
"2800","5","2660","33882","9794"
"2800","5","1400","35588","9780"
"2800","5","140","36221","9858"
"2800","5","2660","36317","9994"
"2800","5","1400","36433","9862"
"2800","5","140","36021","9719"
"2800","5","2660","35945","9615"
"2800","5","1400","37184","9953"
"2800","5","140","37673","9819"
"2800","5","2660","37293","9904"
"2800","5","1400","37024","9933"
"2800","5","140","36516","9897"
"2800","5","2660","36341","9700"
"2800","5","1400","34174","9660"
"2800","5","140","34033","9593"
"2800","5","2660","35029","9758"
"2800","5","1400","34580","10067"
"2800","5","140","33358","9765"
"2800","5","2660","34391","9986"
"2800","5","1400","33922","9739"
"2800","5","140","34296","9831"
"2800","5","2660","34011","9918"
"2800","5","1400","35132","9897"
"2800","5","140","34695","9777"
"2800","5","2660","33726","9442"
"2800","5","1400","35164","9884"
"2800","5","140","34976","9841"
"2800","5","2660","34981","9912"
"2800","5","1400","33283","9328"
"2800","5","140","32999","9208"
"2800","5","2660","33035","9586"
"2800","5","1400","18443","4929"
"2800","5","140","35136","9700"
"2800","5","2660","34663","9513"
"2800","5","1400","35980","9927"
"2800","5","140","34376","9803"
"2800","5","2660","35314","9811"
"2800","5","1400","36273","9669"
"2800","5","140","35975","9503"
"2800","5","2660","36576","9731"
"2800","5","1400","35254","9724"
"2800","5","140","34381","9557"
"2800","5","2660","35845","9848"
"2800","5","1400","36795","9875"
"2800","5","140","36450","9550"
"2800","5","2660","36442","9865"
"2800","5","1400","34555","9818"
"2800","5","140","34637","9675"
"2800","5","2660","34431","9822"
"2800","5","1400","31533","9019"
"2800","5","140","32294","9227"
"2800","5","2660","33275","9424"
"2800","5","1400","36246","9993"
"2800","5","140","36600","9936"
"2800","5","2660","35832","9909"
"2800","5","1400","31326","9243"
"2800","5","140","32426","9462"
"2800","5","2660","33128","9766"
"2800","5","1400","30762","8964"
"2800","5","140","31121","8797"
"2800","5","2660","30067","8812"
"2800","5","1400","32731","9716"
"2800","5","140","33609","9888"
"2800","5","2660","34376","9751"
"2800","5","1400","33760","9340"
"2800","5","140","34489","9790"
"2800","5","2660","33913","9339"
"2800","5","1400","34283","9738"
"2800","5","140","35105","9728"
"2800","5","2660","35489","9907"
"2800","5","1400","34634","9729"
"2800","5","140","34511","9754"
"2800","5","2660","34635","9724"
"2800","5","1400","35136","10104"
"2800","5","140","32369","9015"
"2800","5","2660","34761","9905"
"2800","5","1400","34984","9855"
"2800","5","140","34512","9818"
"2800","5","2660","35462","9944"
"2800","5","1400","33301","9832"
"2800","5","140","31717","9391"
"2800","5","2660","33317","9814"
"2800","5","1400","37040","9960"
"2800","5","140","36883","9946"
"2800","5","2660","36728","9995"
"2800","5","1400","34626","9732"
"2800","5","140","36032","10045"
"2800","5","2660","35656","9871"
"2800","5","1400","34733","10001"
"2800","5","140","33887","9692"
"2800","5","2660","34800","9876"
"2800","5","1400","33844","9989"
"2800","5","140","33854","9957"
"2800","5","2660","33862","9773"
"2800","5","1400","35263","9768"
"2800","5","140","35099","9743"
"2800","5","2660","34356","9635"
"2800","5","1400","30208","8728"
"2800","5","140","30385","8735"
"2800","5","2660","29806","8461"
"2900","5","1450","17733","5177"
"2900","5","145","34929","10155"
"2900","5","2755","34794","10023"
"2900","5","1450","35439","9982"
"2900","5","145","35603","10105"
"2900","5","2755","36133","10037"
"2900","5","1450","36915","10204"
"2900","5","145","35051","9857"
"2900","5","2755","36400","10169"
"2900","5","1450","36701","10369"
"2900","5","145","37509","10426"
"2900","5","2755","35787","10060"
"2900","5","1450","36532","10092"
"2900","5","145","37286","10318"
"2900","5","2755","34910","9939"
"2900","5","1450","36177","9876"
"2900","5","145","35739","9824"
"2900","5","2755","36944","10231"
"2900","5","1450","36700","10213"
"2900","5","145","36558","10351"
"2900","5","2755","37086","10251"
"2900","5","1450","36159","10080"
"2900","5","145","35825","10187"
"2900","5","2755","36929","10076"
"2900","5","1450","36196","10180"
"2900","5","145","36464","10160"
"2900","5","2755","36912","10264"
"2900","5","1450","37944","10199"
"2900","5","145","38327","10257"
"2900","5","2755","36861","10095"
"2900","5","1450","36606","10262"
"2900","5","145","35765","10124"
"2900","5","2755","36257","10321"
"2900","5","1450","38607","10207"
"2900","5","145","38277","10092"
"2900","5","2755","37056","10193"
"2900","5","1450","36315","10184"
"2900","5","145","36589","10045"
"2900","5","2755","36524","10026"
"2900","5","1450","35071","10014"
"2900","5","145","35461","10142"
"2900","5","2755","35543","10174"
"2900","5","1450","36236","10173"
"2900","5","145","33429","9353"
"2900","5","2755","36452","10211"
"2900","5","1450","35513","10266"
"2900","5","145","34994","9894"
"2900","5","2755","34912","10138"
"2900","5","1450","36197","10139"
"2900","5","145","34827","9594"
"2900","5","2755","35834","9997"
"2900","5","1450","38260","10135"
"2900","5","145","36928","10177"
"2900","5","2755","38502","10039"
"2900","5","1450","36722","10191"
"2900","5","145","36000","10110"
"2900","5","2755","34857","9538"
"2900","5","1450","34738","9854"
"2900","5","145","36002","10128"
"2900","5","2755","35696","9976"
"2900","5","1450","35069","10111"
"2900","5","145","34310","9590"
"2900","5","2755","35451","10113"
"2900","5","1450","36131","10207"
"2900","5","145","36081","10022"
"2900","5","2755","35817","9957"
"2900","5","1450","34057","9955"
"2900","5","145","33183","9749"
"2900","5","2755","33990","10021"
